"Var1","Freq","partisan","label"
"Slide518.png",10,"Democrat","outgroup blame"
"Slide519.png",11,"Democrat","outgroup blame"
"Slide52.png",10,"Republican","ingroup praise"
"Slide520.png",10,"Democrat","outgroup blame"
"Slide521.png",21,"N/A","neutral"
"Slide522.png",20,"N/A","neutral"
"Slide523.png",20,"N/A","neutral"
"Slide524.png",21,"N/A","neutral"
"Slide525.png",21,"N/A","neutral"
"Slide526.png",20,"N/A","neutral"
"Slide527.png",20,"N/A","neutral"
"Slide528.png",20,"N/A","neutral"
"Slide529.png",20,"N/A","neutral"
"Slide53.png",10,"Republican","ingroup praise"
"Slide530.png",21,"N/A","neutral"
"Slide531.png",10,"Republican","ingroup praise"
"Slide532.png",10,"Republican","ingroup praise"
"Slide533.png",10,"Republican","ingroup praise"
"Slide534.png",10,"Republican","ingroup praise"
"Slide535.png",10,"Republican","ingroup praise"
"Slide536.png",10,"Republican","outgroup blame"
"Slide537.png",10,"Republican","outgroup blame"
"Slide538.png",10,"Republican","outgroup blame"
"Slide539.png",10,"Republican","outgroup blame"
"Slide54.png",10,"Republican","ingroup praise"
"Slide540.png",10,"Republican","outgroup blame"
"Slide541.png",10,"Democrat","ingroup praise"
"Slide542.png",10,"Democrat","ingroup praise"
"Slide543.png",10,"Democrat","ingroup praise"
"Slide544.png",10,"Democrat","ingroup praise"
"Slide545.png",10,"Democrat","ingroup praise"
"Slide546.png",10,"Democrat","outgroup blame"
"Slide547.png",11,"Democrat","outgroup blame"
"Slide548.png",10,"Democrat","outgroup blame"
"Slide549.png",11,"Democrat","outgroup blame"
"Slide55.png",10,"Republican","ingroup praise"
"Slide550.png",11,"Democrat","outgroup blame"
"Slide551.png",21,"N/A","neutral"
"Slide552.png",20,"N/A","neutral"
"Slide553.png",20,"N/A","neutral"
"Slide554.png",20,"N/A","neutral"
"Slide555.png",22,"N/A","neutral"
"Slide556.png",20,"N/A","neutral"
"Slide557.png",20,"N/A","neutral"
"Slide558.png",21,"N/A","neutral"
"Slide559.png",20,"N/A","neutral"
"Slide56.png",10,"Republican","outgroup blame"
"Slide560.png",21,"N/A","neutral"
"Slide561.png",10,"Republican","ingroup praise"
