participant_id,party,assignment_number
653703627539f3a8b2ed4af3,democrat,116
664639e0828075ab2e79fef2,democrat,117
6643b332fa89cf4c6dc4a939,democrat,118
5ddce9f0f85b50c4fc1515a4,democrat,119
663170bb631c1b3b21b7828b,democrat,120
5df0be5ec1e3e5103f61f397,democrat,121
665e680164927b18554b66ec,democrat,122
6090578fb2299eacaec32b7a,democrat,123
5df2be706e8aab1d1eb46feb,democrat,124
592a6246e1b21500015924ec,democrat,125
5f04bd7038cbb210b85195fd,democrat,126
66de29b7d4d6dd25c97445d1,democrat,127
5df936ce361a856c07fb1e9e,democrat,128
63268ad93b6ecc1acf782a21,democrat,129
6630fcae418bde6a9e7c3b47,democrat,130
66f2b62e0ed36bbf5a254874,democrat,131
653f2424042d03012eb92ef5,democrat,132
66d804534578af1dec99f245,democrat,133
60cf382898b50ef89e5efab3,democrat,134
65d563ecf8df20ade2f17888,democrat,135
666c912d6fa83d9dad4c696a,democrat,136
667d08e12ac1bcbdd829a936,democrat,137
5f326f3697c53601f394368a,democrat,138
6646b32a6ff16adfd7903b96,democrat,139
6111a3c2baa949663a203b03,democrat,140
56b61b915cd743000e6e01c5,democrat,141
65c23bf7904812607642bad6,democrat,142
5d0a8a22c0fd80001626e38d,democrat,143
5add6b6aeb60400001536f2c,democrat,144
5dd61f689740545c506ee244,democrat,145
6365b9324ce52c4f38eed7a0,democrat,146
599f93998d2b1600011b3e01,democrat,147
662a5678bf563d7e275345ba,democrat,148
65654bb65a81489784483bf0,democrat,149
65959a63cb30f7348aba06f0,democrat,150
65c523100ad7bf41ef536598,democrat,151
663a5c325e89783fc8ff51b0,democrat,152
67185d72a496b39bb780ff8c,democrat,153
66ba9bacfe44fedd03c6089d,democrat,154
66f724392e745ba6f468c1f6,democrat,155
6657bce0a75684f6d79cbe9f,democrat,156
6670799368c7ea46c02ebaa8,democrat,157
663e7500449ebc055cb545ca,democrat,158
66f4461fe6cf2a459a3e7180,democrat,159
5e0e1b8800a6bf000a694f79,democrat,160
671a196875e535e00bb0d473,democrat,161
6697953e9a3629ebf4a4d3eb,democrat,162
66dc8975318ba0672c543be2,democrat,163
5f5e32a0d6a12c6857b8e127,democrat,164
671aa2883f601298f3de3283,democrat,165
5c6a36214fbf270001311702,democrat,166
5816176700b325000184dba6,democrat,167
629546e640163d6d469ed3be,democrat,168
663fd82b73659900df145b1e,democrat,169
66ff2eab1f329a7a10280d05,democrat,170
65cc02c3504938f6ca52893b,democrat,171
6643bcf4ed868a9901a9dd7d,democrat,172
614cee325fd219fc68479d6a,democrat,173
670d5f853b167cbdbae52e1f,democrat,174
665787be40f706e2b22ce6c1,democrat,175
6648a6c3e5a0dcc0647abd81,democrat,176
664993e12a5b629050529e17,democrat,177
66d8e4c119fbcd2677d4eeba,democrat,178
663a6a13c0b6b4aff21552f8,democrat,179
66d1d8685e4434647ba99bd6,democrat,180
637ef4d4e9abb3274bc1c925,democrat,181
66f5d2424e2c1948e2b8f020,democrat,182
67044a13e04b72a7cdff9bc7,democrat,183
664cfc36d05e1ed37dd9f91e,democrat,184
64836981f87b85ab4b89dcf1,democrat,185
670160e896ff65768997d75f,democrat,186
66c22e069fabb04bc1d45d11,democrat,187
66d0e76532f57b6d5e331265,democrat,188
655fab331d7db2a79875413c,democrat,189
66bdf79c29a4dd71ff4de0d0,democrat,190
6710123050faa590f80d96e5,democrat,191
6599f1241661eb4a6cf49de0,democrat,192
66fca3f26e3bd3053c0f7780,democrat,193
6116cd3769f67b5fa5897cb6,democrat,194
62aa26c5843008383a1dd08a,democrat,195
6659d0da9e79475ef3f31c93,democrat,196
65a6e8a81f89619fa4d7b56b,democrat,197
5d092069fb1a540001dd5028,democrat,198
5ee2d96eac3291203650f16e,democrat,199
617452347986aeaf4d2e5278,democrat,200
6108371497aafd9304252dea,democrat,201
5f481a825080c619ea3709b0,democrat,202
5c90572e1bc01a0016149f0c,democrat,203
63d25e62113d835e799c0f06,democrat,204
66465afcd7be26227a70ea74,democrat,205
5fc50bb38378c80ac88354ef,democrat,206
67193b9836d0f72eb793eaef,democrat,207
663aa6420a964c2a7740b9d7,democrat,208
66d732f167642cddbfbf2d9d,democrat,209
65ca7d29af5b6440d955430a,republican,1
67214a183205028a0e314764,republican,2
6564a38fd32c131677616039,republican,3
66bf519b34c66d259e5554d1,republican,4
66384f2ca89f26220b5e5670,republican,5
67251b263aa98b53c9e78bbb,republican,6
6715faf47340bec61f04e3ca,republican,7
5e25bacae37cd980ee960e1f,republican,8
672a65100918b2b0b6bbbe48,republican,9
665b3321ecf98c5daa3cfd84,republican,10
66cf743d3d6d266aea7c6f77,republican,11
672a491ab3e811a9518f49fa,republican,12
666cfccf0bb6ca0edcd16eed,republican,13
67295907990f51b9f2f7f794,republican,14
65f2f210fae0e4129f5dfdd1,republican,15
66bc0060af484cc27d44dd0e,republican,16
67133844817693487db460fc,republican,17
66d2d920fb76c49f098b9397,republican,18
612053690485b0b2420a03fd,republican,19
667361ea18316b3052e75b65,republican,20
66edf3940d1fb82b171dcc7e,republican,21
669d3a4172458a2fe0e363a2,republican,22
66c100a982dea4588b575748,republican,23
67177e281f66eee247fb5304,republican,24
6629595cfd8e2435f8bd3980,republican,25
60e0c472844cdd9cdb4ebdd7,republican,26
66c716ac2b2511c65c1430c0,republican,27
6722498bfb5ed4ebd771f54e,republican,28
5e7a7018ca1800060744e831,republican,29
67272d94e5114bbb4ef3e157,republican,30
610f303cfb519f6dc89edd5f,republican,31
65f652ebc2c3b78c8ed5de43,republican,32
66d8ec93a0cbaf5384fe2148,republican,33
66b2a0185f09a50e021bfebb,republican,34
57e4d48d6c447e000116b22a,republican,35
5907c9f61138880001bc77b2,republican,36
66305c77f66c14d7ca20647d,republican,37
65d7dec4216af6591f2ca6dc,republican,38
66bf43f8a5375a518f3b26c4,republican,39
60c2d24ec38313ef7ac18471,republican,40
670c902bea97d351aeb7996a,republican,41
662bb64b3c93fc478bbed4f0,republican,42
6585ef831fad3cc04954fc98,republican,43
66bad3188e7f9fff447d4962,republican,44
668f6772531a38e36e48299f,republican,45
67184557da8afb06d1346e95,republican,46
5ea720a669cae10d910fba3e,republican,47
61006ac5b3bd67e87ef4a9fc,republican,48
66afe563b6e4bbada1bf6628,republican,49
67266e8f2dca18317e37fb10,republican,50
6605127afaa4fb7b48b5919f,republican,51
66b670c67c7bef8e1aff33b8,republican,52
5ef571b16317d90009f5493a,republican,53
6666556a57f997a0004f5e5a,republican,54
6668fe4c487c6da936ccf011,republican,55
66a7f3a9f650fd14e4d43b11,republican,56
66c25ce347c213ce362b4958,republican,57
6680a001ac541835a7e00e4b,republican,58
6646d66dff946ef256719adf,republican,59
6658cfeabc17230af657cb83,republican,60
657db67fd0ee3e8c7342af47,republican,61
66d8d824887fc4d4c7a873d4,republican,62
66b2c7262f4631f5eea8e729,republican,63
66d38c272b6540f4b31ac8ef,republican,64
66f9fbe77340594c0238c569,republican,65
66623026aefcc443d6805282,republican,66
669bf9fd99bce9f7d8bcc7f2,republican,67
5c3a518e0b5bb30001033afd,republican,68
66fc30026d1efebffa0e5066,republican,69
60858334390f28f5a4fb79d3,republican,70
66d7d67d9ef20f47207df682,republican,71
6115bb731c445ab5a7289b9e,republican,72
6716f188b131fa30ab5365c2,republican,73
66e1d7a4e1e98d23becc1e44,republican,74
666f47d2c81ed466b97cd82d,republican,75
65e7457d155f3a17e6a570a0,republican,76
66d8736616e517f74c9c7e68,republican,77
661184dd31bf1d31e1b8d7cd,republican,78
667ccbeb11f10743686a47be,republican,79
66db67fa80ff5522d67890c4,republican,80
65da8418470cd3b65bb2a415,republican,81
6657501de9a93ec1dae74cac,republican,82
6630fec427e86e5159274018,republican,83
67152706180ba43415c56801,republican,84
66758b6c7d97a6ffd2598876,republican,85
66d66b8e044e8ec3d8f4244e,republican,86
66cb1d58c9a53bae6689b90d,republican,87
66ccdfaee9ee00c604629b06,republican,88
62e03427479d146dd416271a,republican,89
66f0bcad545ecf68df970a46,republican,90
66d9e5be01c10680b7e12aa4,republican,91
66a90655f7c843384a6c8178,republican,92
5cbcfce214b3cb0015f03471,republican,93
67033c18ebf8f20c245934ae,republican,94
66872b9139dc05205c80cab8,republican,95
5fca60762df9df6328840cae,republican,96
66d87a86976e6622bb873a30,republican,97
6685c283c7d2e84750290782,republican,98
667715b0cad8d06ec690ef00,republican,99
670c05d1ed07d52a75d474a9,republican,100
66b93ba9ccbb002158c59355,republican,101
670420d4f05d7af4f85651e4,republican,102
66edd3812207f8c71ec82875,republican,103
66f934cc14ae5ebdcd94b1d8,republican,104
665a2495a0c87db18a2693b0,republican,105
6722550b14d0b3aef5009e38,republican,106
67182ec021c5c078f11839a6,republican,107
66a2ba0ab98cf9afedb70111,republican,108
66d5bccce3bc16e181051a0d,republican,109
66dba72b9aa3059c6579a628,republican,110
6685bef260722b64f5c296ff,republican,111
66d8655b790159b1ceaefae9,republican,112
659c0d01b8ec64c5b142bdfc,republican,113
66b4b126647ac0b3c3f5178a,republican,114
670dca01a241beecaf23cdd3,republican,115
66fe0ddac808dc567c6c48a2,republican,116
671fbc862b5c7b635c9980de,republican,117
671398d0ac83ae794a180885,republican,118
6689a246f32c992c2a0923c3,republican,119
66a653ded4b23649d48e2cd8,republican,120
671f1fb636ac7928d95d1c32,republican,121
670aa13c11ae50c8b17b8068,republican,122
670dbc335bb9e80f94a636ca,republican,123
66daffd737bc4e5de33e70be,republican,124
65031f68de6e940396216f8a,republican,125
67261c7bb81810942aee450a,republican,126
5f6b8930b9d9530b1b065360,republican,127
66552ecc4453a88057c0dbc1,republican,128
66dc420b2f262bedf7beed25,republican,129
596a4e2c2dcbae0001d961d2,republican,130
67108a4bcb3f9cb7b660825f,republican,131
671879a53ad9da2af8239481,republican,132
662954f2cb1bde784c9a4ad4,republican,133
66f0834cfafc555056a7818a,republican,134
664299802cd8985e29fc6573,republican,135
661562e4e67b59f945430148,republican,136
6547ea31d7e7890cd0b768a4,republican,137
6595a3c146b2341b46337162,republican,138
67164d40becf6c95181afe97,republican,139
671d8425d5b7ecf82d52f748,republican,140
6685cec5c360283099e5bb29,republican,141
63b7992d848592c307fe1e49,republican,142
66ed86e81bf2262c9020f9c1,republican,143
596c562b84e10f00018464e9,republican,144
62fb84322433c8d7e890a145,republican,145
66ac261efa487682e38c3024,republican,146
66d73c2beac2300ede47388b,republican,147
670110fa5c9a38a82396865f,republican,148
66dd0ab283786057beb61079,republican,149
66dd295061c6ca0b64731051,republican,150
66df515af12977598d97ccf0,republican,151
67094d6215b6d0fe3e8c3e39,republican,152
664fc6ec0beb5400a141b77b,republican,153
66d4f425143b957d780a9238,republican,154
65f3292252d9a8363b1f3d4e,republican,155
66fd7c53853e4058b8fb9f0a,republican,156
668344f9446237c895764f44,republican,157
66d65562e2fb36db3ae2c618,republican,158
6713eeea64ca1fb59cbcbce4,republican,159
651970d4fc43205064c88fa3,republican,160
65e8bc1474930f4118d921b9,republican,161
663a5cc1f775076b324606c6,republican,162
67203bff74dea717e8b9e1ea,republican,163
66ef1fe508a57ab4d42c952d,republican,164
6680b6b7c8f890d0ba3d546d,republican,165
671f9db935e7772ba9da2c40,republican,166
664fc88e589ceacc92930e9d,republican,167
6706f2aa4e079b89068e5420,republican,168
66878fa9dd6644a29174339e,republican,169
66c12ba3b0a2251d78157cb9,republican,170
66293ce3dba0764775195e58,republican,171
66af8ff654b6f1958351c52d,republican,172
65fda8834c37f95628836b89,republican,173
66be1b073b1723c31d81f364,republican,174
66a57cbc015a7ecc6e1751c8,republican,175
661fee35973b5ff6fa3418ef,republican,176
6681cb6aad62048386c463c8,republican,177
66992f58a7964f557fc75f58,republican,178
671e55aeca0216c5762de35a,republican,179
6687b00fea5aa786440b51d1,republican,180
67129a2f31bcac34a0737045,republican,181
67043f0db5757096f8c7964a,republican,182
66d5d10f4defd1d7b2cdd5c5,republican,183
66f61f4cdab62fb395b9d4ee,republican,184
670f0a3ed9a0843666815df1,republican,185
665cec94327556043c9f9908,republican,186
671137bfe81fc6cf620ce313,republican,187
62c9bf590412b579266d4477,republican,188
670d9f9f84e5b110034a7ea8,republican,189
6705cd028b733c3fa02869f8,republican,190
66c3ea38d846e99f355ae1f4,republican,191
66afda246e3de817bb34c5eb,republican,192
6721db5c4d16ce8bbcb4d491,republican,193
66d9079509d725d2371f77b7,republican,194
66c0dc8cfd27aac500df7aaa,republican,195
67156a34f170705a5fe7a422,republican,196
66f1b4e2d875c6785ca1d50a,republican,197
670348a0446814e5ead1e672,republican,198
66ec69d204145257feb0cd33,republican,199
66c7f280d6cde03f250ffded,republican,200
66ec55c7b04cba885d32efb7,republican,201
